NAME;CODE;IP1;IP2;IP3
UMAG-OBALA;911730;10.199.17.137;10.199.17.138;10.199.17.139
DARDA-OP?INA;911790;10.191.52.209;10.191.52.210;10.191.52.211
KNEŽEVI VINOGRADI-LOKAL;911810;10.191.25.49;10.191.25.50;10.191.25.51
ZG-ODRANSKA;911900;10.191.51.241;10.191.51.242;10.191.51.243
VIR II;911910;10.191.55.81;10.191.55.82;10.191.55.83
KAPRIJE;912140;-;-;-
MAKARSKA-TOMMY;912370;10.199.10.57;10.199.10.58;10.199.10.59
MAKARSKA-FINA;912380;10.199.10.17;10.199.10.18;10.199.10.19
MAKARSKA-DALMACIJA-PLAŽA;912430;10.191.58.97;10.191.58.98;10.191.58.99
ST-STAR?EVI?EVA-GUNDULI?EVA;912500;10.191.12.33;10.191.12.34;10.191.12.35
ST-SLAVI?EVA;912510;10.199.10.1;10.199.10.2;10.199.10.3
ST-VELEBITSKA;912550;10.191.11.209;10.191.11.210;10.191.11.211
ST-ŽELJ. STANICA II;912590;10.191.59.65;10.191.59.66;10.191.59.67
ST-PLINARSKA;912620;10.199.9.137;10.199.9.138;10.199.9.139
ST-TRŽNICA I;912630;10.191.102.241;10.191.102.242;10.191.102.243
ST-PJACA;912660;10.199.9.121;10.199.9.122;10.199.9.123
ST-VO?NI TRG;912690;10.191.12.81;10.191.12.82;10.191.12.83
ZG-NOVA BOLNICA;912710;10.100.126.10;10.100.126.11;10.100.126.12
N. GRADIŠKA-BOLNICA;912750;10.199.21.65;10.199.21.66;10.199.21.67
SISAK-TRG;912770;10.199.8.145;10.199.8.146;10.199.8.147
SISAK-ŽELJ. STANICA;912810;10.199.8.233;10.199.8.234;10.199.8.235
RI-TC ANDREA;912990;10.199.15.89;10.199.15.90;10.199.15.91
POŽEGA-KORZO-LOKAL;913070;10.199.20.161;10.199.20.162;10.199.20.163
VUKOVAR-BOROVO NASELJE;913090;10.191.26.177;10.191.26.178;10.191.26.179
VUKOVAR-TRŽNICA;913100;10.191.26.65;10.191.26.66;10.191.26.67
MLJET-BABINO POLJE;913350;10.199.11.73;10.199.11.74;10.199.11.75
SREBRENO-PLAŽA;913370;10.191.60.161;10.191.60.162;10.191.60.163
ZVEKOVICA;913400;10.191.15.33;10.191.15.34;10.191.15.35
OS-ŽUPANIJSKA;913430;10.191.43.145;10.191.43.146;10.191.43.147
BOL-HOTEL BRETANIDA;913620;10.191.56.97;10.191.56.98;10.191.56.99
OS-TRŽNICA RADI?EVA-LOKAL;913630;10.191.43.161;10.191.43.162;10.191.43.163
UGLJAN-CENTAR;913710;10.199.13.89;10.199.13.90;10.199.13.91
VARAŽDINSKE TOPLICE;913770;10.199.6.9;10.199.6.10;10.199.6.11
SLATINA-TRG SV. JOSIPA;913950;10.191.27.17;10.191.27.18;10.191.27.19
SLATINA-ŽELJ. KOLODVOR;913960;10.199.38.177;10.199.38.178;10.199.38.179
SLATINA-INA;913970;10.191.27.33;10.191.27.34;10.191.27.35
SLATINA-ŠKOLA;913980;10.191.27.193;10.191.27.194;10.191.27.195
DONJI MIHOLJAC-PARK;914020;10.199.19.73;10.199.19.74;10.199.19.75
DONJI MIHOLJAC-AUTOB. KOLODVOR;914030;10.199.19.25;10.199.19.26;10.199.19.27
VIROVITICA-CENTAR;914040;10.191.8.17;10.191.8.18;10.191.8.19
VIROVITICA-HOTEL;914050;10.191.48.129;10.191.48.130;10.191.48.131
VIROVITICA-BOLNICA;914080;10.191.8.65;10.191.8.66;10.191.8.67
SUHOPOLJE;914100;10.191.8.33;10.191.8.34;10.191.8.35
ŠPIŠI? BUKOVICA;914110;10.191.8.129;10.191.8.130;10.191.8.131
PITOMA?A;914120;10.191.48.161;10.191.48.162;10.191.48.163
KUTINA-CENTAR;914140;10.191.10.65;10.191.10.66;10.191.10.67
KUTINA-AMBULANTA;914190;10.191.10.209;10.191.10.210;10.191.10.211
LIPOVLJANI;914210;10.191.53.97;10.191.53.98;10.191.53.99
NOVSKA-CENTAR;914220;10.199.8.113;10.199.8.114;10.199.8.115
PAKRAC-BOLNICA;914260;10.199.20.249;10.199.20.250;10.199.20.251
LIPIK;914270;10.191.52.177;10.191.52.178;10.191.52.179
PAKRAC-POŠTA;914290;10.199.20.233;10.199.20.234;10.199.20.235
GAREŠNICA-CENTAR;914340;10.199.8.89;10.199.8.90;10.199.8.91
KOPRIVNICA-LENIŠ?E;914890;10.199.63.233;10.199.63.234;10.199.63.235
KOPRIVNICA-KORZO;914900;10.191.6.113;10.191.6.114;10.191.6.115
KOPRIVNICA-EKONOMSKA ŠKOLA;914910;10.191.6.225;10.191.6.226;10.191.6.227
KOPRIVNICA-PARK;914920;10.191.6.97;10.191.6.98;10.191.6.99
?UR?EVAC;914930;10.191.6.81;10.191.6.82;10.191.6.83
KOPRIVNICA-SUD;914940;10.191.6.129;10.191.6.130;10.191.6.131
LUDBREG II;914950;10.199.5.241;10.199.5.242;10.199.5.243
LUDBREG III;914960;10.199.5.217;10.199.5.218;10.199.5.219
VIRJE;914990;10.191.7.1;10.191.7.2;10.191.7.3
KOPRIVNICA-DUBOVEC;915040;10.191.7.65;10.191.7.66;10.191.7.67
CRIKVENICA- LOKAL-TRG;915100;10.99.16.138;10.99.16.139;10.99.16.140
CRIKVENICA-CRNI MOLO;915120;10.191.58.193;10.191.58.194;10.191.58.195
DRAMALJ-ŠETNICA;915160;10.191.110.65;10.191.110.66;10.191.110.67
N. VINODOLSKI-PLAŽA;915170;10.191.61.129;10.191.61.130;10.191.61.131
GAJAC-CENTAR;915210;10.191.60.1;10.191.60.2;10.191.60.3
GOSPI?-CENTAR;915240;10.191.103.129;10.191.103.130;10.191.103.131
OGULIN-KINO;915250;10.199.7.113;10.199.7.114;10.199.7.115
GOSPI?-AUTOB. KOLODVOR;915260;10.199.7.169;10.199.7.170;10.199.7.171
OTO?AC-CENTAR;915270;10.191.41.209;10.191.41.210;10.191.41.211
OGULIN-LOKAL;915280;10.199.7.137;10.199.7.138;10.199.7.139
KORENICA;915290;10.191.41.225;10.191.41.226;10.191.41.227
PERUŠI?;915330;10.191.9.177;10.191.9.178;10.191.9.179
BRINJE;915360;10.191.103.209;10.191.103.210;10.191.103.211
KARLOBAG-OBALA;915400;10.191.21.145;10.191.21.146;10.191.21.147
DELNICE-LOKAL;915410;10.199.15.137;10.199.15.138;10.199.15.139
RAVNA GORA-MARKET;915420;10.191.20.81;10.191.20.82;10.191.20.83
FUŽINE-OP?INA;915430;10.191.9.1;10.191.9.2;10.191.9.3
?IŽI?I-OBALA;915520;10.191.61.81;10.191.61.82;10.191.61.83
RI-ŠKURINJE-KRUŽNI TOK;915580;10.199.15.121;10.199.15.122;10.199.15.123
ROVINJ-AUTOB. KOLODVOR;915620;10.199.17.161;10.199.17.162;10.199.17.163
ROVINJ-MARINA;915710;-;-;-
BELI MANASTIR-TRŽNICA;915860;10.199.19.129;10.199.19.130;10.199.19.131
ZG-BOTINEC-TRŽNICA;915870;10.199.4.25;10.199.4.26;10.199.4.27
CRIKVENICA-PLAŽA;916030;10.191.59.49;10.191.59.50;10.191.59.51
SENJ-LOKAL;916040;10.191.21.177;10.191.21.178;10.191.21.179
SV. JURAJ-KIOSK;916060;10.191.55.145;10.191.55.146;10.191.55.147
KLENOVICA-OBALA;916070;10.191.57.145;10.191.57.146;10.191.57.147
KRALJEVICA-LOKAL;916080;10.199.16.129;10.199.16.130;10.199.16.131
KRK-TRG BANA JELA?I?A;916170;10.199.16.241;10.199.16.242;10.199.16.243
OMIŠALJ-KIOSK;916190;10.199.16.249;10.199.16.250;10.199.16.251
MALINSKA-POŠTA;916200;10.199.17.17;10.199.17.18;10.199.17.19
PUNAT-LU?KA KAPETANIJA;916210;10.199.16.233;10.199.16.234;10.199.16.235
BAŠKA-ZVONIMIROVA;916220;10.199.17.9;10.199.17.10;10.199.17.11
VRBNIK-KIOSK;916230;10.199.17.25;10.199.17.26;10.199.17.27
LOŠINJ-LOKAL-TRG;916300;10.199.35.233;10.199.35.234;10.199.35.235
CRES-LOKAL;916320;10.191.21.241;10.191.21.242;10.191.21.243
LOŠINJ-LOKAL-RIVA;916430;10.191.22.1;10.191.22.2;10.191.22.3
LABIN-POŠTA;916460;10.199.18.49;10.199.18.50;10.199.18.51
LABIN-GORNJI GRAD;916480;10.199.18.121;10.199.18.122;10.199.18.123
LABIN-TRG LABINSKIH RUDARA;916490;10.199.18.57;10.199.18.58;10.199.18.59
LABIN-DOM ZDRAVLJA;916500;10.199.18.41;10.199.18.42;10.199.18.43
POTPI?AN-KIOSK;916530;10.199.18.177;10.199.18.178;10.199.18.179
PAZIN-TRG;916550;10.199.18.65;10.199.18.66;10.199.18.67
PAZIN-AUTOB. KOLODVOR;916560;10.191.103.33;10.191.103.34;10.191.103.35
LABIN-AUTOB. KOLODVOR;916580;10.199.18.145;10.199.18.146;10.199.18.147
PULA-KANDLEROVA;916630;10.199.18.113;10.199.18.114;10.199.18.115
PULA-KOPARSKA;916650;10.199.18.25;10.199.18.26;10.199.18.27
PULA-RIMSKIH CENTURAIJACIJA;916670;10.199.18.161;10.199.18.162;10.199.18.163
PULA-TRŽNICA LOKAL;916690;10.199.18.33;10.199.18.34;10.199.18.35
PULA-DANTEOV TRG;916700;10.199.18.129;10.199.18.130;10.199.18.131
PULA-ZORANI?EVA;916720;10.191.23.129;10.191.23.130;10.191.23.131
PULA-TRŽNICA VERUDA;916730;10.191.23.161;10.191.23.162;10.191.23.163
PULA-KRANJ?EVI?EVA;916750;10.191.23.145;10.191.23.146;10.191.23.147
PULA-VOLTI?EVA;916760;10.199.18.73;10.199.18.74;10.199.18.75
BARBARIGA-KIOSK;916870;10.191.58.225;10.191.58.226;10.191.58.227
VODNJAN-LOKAL;916890;10.199.18.97;10.199.18.98;10.199.18.99
ŽMINJ-KIOSK;916990;10.191.23.193;10.191.23.194;10.191.23.195
RABAC-MASLINICA KAMP;917010;10.191.56.161;10.191.56.162;10.191.56.163
ŽUPA DUBROVA?KA-ZONA;917150;10.191.16.33;10.191.16.34;10.191.16.35
OGULIN-STARI GRAD;917180;10.199.7.209;10.199.7.210;10.199.7.211
ZG-AUTOB. KOLODVOR IV;917200;10.191.5.161;10.191.5.162;10.191.5.163
SL. BROD-BASARI?EKOVA;917260;10.199.22.25;10.199.22.26;10.199.22.27
ŠIBENIK-STJEPANA RADI?A;917310;10.191.19.113;10.191.19.114;10.191.19.115
ZG-UTRINE-PULT-TRŽNICA;917380;10.199.4.41;10.199.4.42;10.199.4.43
BJELOVAR-PLAC;917450;10.199.7.25;10.199.7.26;10.199.7.27
?AKOVO-SUD;917480;10.191.24.193;10.191.24.194;10.191.24.195
?AKOVO-KATEDRALA;917490;10.191.24.225;10.191.24.226;10.191.24.227
?AKOVO-DOM ZDRAVLJA;917510;10.191.25.161;10.191.25.162;10.191.25.163
?AKOVO-PAŠIN PROLAZ;917520;10.191.25.193;10.191.25.194;10.191.25.195
ZG-ILO?KA-TRATINSKA;917530;10.199.0.49;10.199.0.50;10.199.0.51
ZG-TREŠNJEVKA-TRŽNICA;917540;10.199.4.57;10.199.4.58;10.199.4.59
ZG-OZALJSKA-NEHAJSKA;917570;10.199.4.81;10.199.4.82;10.199.4.83
ZG-SELSKA-OZALJSKA;917580;10.199.4.89;10.199.4.90;10.199.4.91
ZG-ANDRIJE ŽAJE;917590;10.199.4.97;10.199.4.98;10.199.4.99
ZG-ŠESTINSKI DOL;917620;10.199.4.113;10.199.4.114;10.199.4.115
ZG-BOLNICA-KLINIKA ZA TUMORE;917630;10.199.4.121;10.199.4.122;10.199.4.123
ZG-KNEŽIJA II;917640;10.199.0.129;10.199.0.130;10.199.0.131
?AKOVEC-MERCATOR;917890;10.191.7.17;10.191.7.18;10.191.7.19
VARAŽDIN-ME?IMURSKA;917970;10.199.6.73;10.199.6.74;10.199.6.75
DUBROVNIK-AUTOB. KOLODVOR;917990;10.191.14.225;10.191.14.226;10.191.14.227
SL. BROD-DOM ZDRAVLJA;918040;10.199.21.225;10.199.21.226;10.199.21.227
ZG-KAUFLAND STUDENTSKI GRAD;918070;10.191.5.209;10.191.5.210;10.191.5.211
GRUDA-ŠKOLA;918130;10.199.11.113;10.199.11.114;10.199.11.115
MURTER-PLAŽA COLENTUM;918160;-;-;-
TOVARNIK-OP?INA;918280;10.199.20.137;10.199.20.138;10.199.20.139
SREBRENO-MAGISTRALA;918330;10.191.15.193;10.191.15.194;10.191.15.195
ZG-ŽITNJAK-ZELENA VELETRŽNICA;918370;10.199.4.185;10.199.4.186;10.199.4.187
SIBINJ-CRKVA;918380;10.191.103.145;10.191.103.146;10.191.103.147
SL. BROD-AUTOB. KOLODVOR;918390;10.199.21.201;10.199.21.202;10.199.21.203
VIŠKOVO-CENTAR;918420;10.191.19.129;10.191.19.130;10.191.19.131
ZADAR-KALELARGA II;918480;10.191.17.193;10.191.17.194;10.191.17.195
RI-RK KORZO;918500;10.199.15.1;10.199.15.2;10.199.15.3
ŽUPANJA-TRŽNICA;918510;10.199.20.73;10.199.20.74;10.199.20.75
ZG-BOLNICA SESTARA MILOSRDNICA;918530;10.199.4.209;10.199.4.210;10.199.4.211
POPOVA?A II;918540;10.191.10.97;10.191.10.98;10.191.10.99
KUKLJICA-TRŽNICA;918550;10.191.59.33;10.191.59.34;10.191.59.35
KRK-AUTOB. KOLODVOR;918560;10.199.17.1;10.199.17.2;10.199.17.3
LUDBREG IV;918600;10.199.6.57;10.199.6.58;10.199.6.59
KOPRIVNICA-KAUFLAND;918650;10.191.7.113;10.191.7.114;10.191.7.115
SINJ-PUT PAZARA;918680;10.191.13.49;10.191.13.50;10.191.13.51
KOPRIVNICA-STAROGRADSKA;918710;10.191.7.193;10.191.7.194;10.191.7.195
OS-TRŽNICA-PROLAZ;918740;10.199.19.153;10.199.19.154;10.199.19.155
OS-AUTO TRŽNICA;918750;10.199.19.225;10.199.19.226;10.199.19.227
VIŠNJEVAC-CENTAR;918760;10.191.25.225;10.191.25.226;10.191.25.227
OS-TRG A. STAR?EVI?A-LOKAL;918780;10.199.19.177;10.199.19.178;10.199.19.179
OS-DOM ZDRAVLJA;918810;10.199.19.249;10.199.19.250;10.199.19.251
VARAŽDIN-KRLEŽINA;918830;10.199.6.113;10.199.6.114;10.199.6.115
METKOVI?-MOST;918870;10.199.11.153;10.199.11.154;10.199.11.155
SAMOBOR-DOM ZDRAVLJA;918910;10.191.40.129;10.191.40.130;10.191.40.131
N. VINODOLSKI-TRG;919020;10.199.16.209;10.199.16.210;10.199.16.211
KUTINA-LOKAL;919140;-;-;-
?AZMA-KRALJA TOMISLAVA;919190;10.199.7.105;10.199.7.106;10.199.7.107
POŽEGA-BABUKI?EVA;919200;10.191.28.81;10.191.28.82;10.191.28.83
BJELOVAR-MAT;919230;10.191.9.17;10.191.9.18;10.191.9.19
ZG-BOLNICA SVETI DUH;919250;10.199.0.137;10.199.0.138;10.199.0.139
KLANJEC-TRŽNICA;919260;10.199.5.65;10.199.5.66;10.199.5.67
ZABOK-POLICIJA;919280;10.199.5.81;10.199.5.82;10.199.5.83
BEDEKOV?INA;919310;10.199.5.97;10.199.5.98;10.199.5.99
KRAPINA-TRG;919340;10.199.27.233;10.199.27.234;10.199.27.235
ZLATAR;919370;10.199.5.113;10.199.5.114;10.199.5.115
KONJŠ?INA;919380;10.199.5.121;10.199.5.122;10.199.5.123
OROSLAVJE;919390;10.199.5.129;10.199.5.130;10.199.5.131
STUBI?KE TOPLICE;919400;10.199.5.137;10.199.5.138;10.199.5.139
DONJA STUBICA;919410;10.191.6.17;10.191.6.18;10.191.6.19
HUM NA SUTLI;919420;10.191.6.33;10.191.6.34;10.191.6.35
KRAPINSKE TOPLICE-BOLNICA;919430;10.199.5.145;10.199.5.146;10.199.5.147
KRAPINA-AUTOB. KOLODVOR;919460;10.199.5.169;10.199.5.170;10.199.5.171
GRA?AC-CENTAR;919480;10.199.13.153;10.199.13.154;10.199.13.155
BIZOVAC-CENTAR KONZUM;919490;10.191.26.33;10.191.26.34;10.191.26.35
D. SELO-CENTAR;919500;10.199.3.97;10.199.3.98;10.199.3.99
D. SELO-ŠKOLA;919510;10.191.52.113;10.191.52.114;10.191.52.115
KLOŠTAR IVANI?;919520;10.191.4.145;10.191.4.146;10.191.4.147
IVANI? GRAD-CENTAR;919530;10.191.4.161;10.191.4.162;10.191.4.163
IVANI? GRAD-ZELENJAK;919540;10.191.4.177;10.191.4.178;10.191.4.179
IVANI? GRAD-ŽELJ. STANICA;919550;10.191.4.193;10.191.4.194;10.191.4.195
KRIŽ;919580;10.199.32.249;10.199.32.250;10.199.32.251
NOVOSELEC;919590;10.199.3.137;10.199.3.138;10.199.3.139
VRBOVEC-CENTAR;919600;10.199.3.121;10.199.3.122;10.199.3.123
VRBOVE?KA DUBRAVA;919610;10.199.3.129;10.199.3.130;10.199.3.131
VRBOVEC-AUTOB. KOLODVOR;919620;10.199.3.145;10.199.3.146;10.199.3.147
VRBOVEC-PIK;919630;10.199.4.233;10.199.4.234;10.199.4.235
SV. IVAN ZELINA;919640;10.199.3.113;10.199.3.114;10.199.3.115
V. GORICA-PARK;919650;10.191.5.1;10.191.5.2;10.191.5.3
V. GORICA-TRŽNICA-LOKAL;919660;10.191.5.17;10.191.5.18;10.191.5.19
V. GORICA-AUTOB. KOLODVOR;919670;10.191.5.33;10.191.5.34;10.191.5.35
V. GORICA-VISOKI BRIJEG;919690;10.191.5.65;10.191.5.66;10.191.5.67
SAMOBOR-MILAKOVI?EVA;919740;10.199.3.153;10.199.3.154;10.199.3.155
SAMOBOR-TRŽNICA;919750;10.199.3.161;10.199.3.162;10.199.3.163
SAMOBOR-JUŽNO NASELJE;919770;10.191.42.65;10.191.42.66;10.191.42.67
BREGANA;919780;10.199.3.193;10.199.3.194;10.199.3.195
SAMOBOR-MERCATOR;919790;10.191.42.81;10.191.42.82;10.191.42.83
SAMOBOR-KAUFLAND;919800;10.199.4.225;10.199.4.226;10.199.4.227
SVETA NEDELJA;919820;10.199.3.201;10.199.3.202;10.199.3.203
KERESTINEC;919830;10.199.3.209;10.199.3.210;10.199.3.211
RAKOV POTOK-LOKAL;919840;10.199.4.193;10.199.4.194;10.199.4.195
ZAPREŠI?-TRŽNICA;919870;-;-;-
ZAPREŠI?-KAUFLAND;919880;10.199.4.177;10.199.4.178;10.199.4.179
ZG-BOLNICA VRAP?E;919910;10.191.45.225;10.191.45.226;10.191.45.227
ZG-OZALJSKA-VITEZI?EVA;919920;10.191.2.33;10.191.2.34;10.191.2.35
ZG-REMIZA;919930;10.199.43.81;10.199.43.82;10.199.43.83
ZG-?RNOMEREC II;919940;10.199.39.129;10.199.39.130;10.199.39.131
ZG-VRAP?E-TRŽNICA;919960;10.191.49.33;10.191.49.34;10.191.49.35
ZG-GAJNICE I-TRŽNICA;919970;10.191.3.49;10.191.3.50;10.191.3.51
ZG-?RNOMEREC IV;919980;10.199.35.25;10.199.35.26;10.199.35.27
ZG-DRVINJE;919990;10.191.49.49;10.191.49.50;10.191.49.51
ZG-STENJEVEC;920040;10.191.46.17;10.191.46.18;10.191.46.19
ZG-PODSUSED;920050;10.191.3.33;10.191.3.34;10.191.3.35
ZG-GAJNICE II-PBZ;920060;10.191.3.65;10.191.3.66;10.191.3.67
ZG-ŠPANSKO-ŠKOLA;920090;10.191.46.33;10.191.46.34;10.191.46.35
ZG-RA?KOGA-ASTORIA;920140;10.191.1.1;10.191.1.2;10.191.1.3
ZG-KNEZA VIŠESLAVA;920160;10.191.1.49;10.191.1.50;10.191.1.51
ZG-MARTI?EVA-BAUEROVA;920180;10.191.1.33;10.191.1.34;10.191.1.35
ZG-GUP?EVA ZVIJEZDA;920200;10.199.0.217;10.199.0.218;10.199.0.219
ZG-MIHALJEVAC;920210;10.199.0.225;10.199.0.226;10.199.0.227
ZG-ŽELJ. KOL.TRAM.STAN.-SJEVER;920230;10.199.29.201;10.199.29.202;10.199.29.203
ZG-ŽELJ. KOL. VESTIBIL III;920240;10.199.35.217;10.199.35.218;10.199.35.219
ZG-ŽELJ. KOL. TRAM. STAN.-JUG;920250;10.199.29.73;10.199.29.74;10.199.29.75
ZG-IMPORTANE CENTAR;920270;10.199.35.209;10.199.35.210;10.199.35.211
ZG-KOL.POTHODNIK BUS-TERMINAL;920280;10.191.1.225;10.191.1.226;10.191.1.227
ZG-KOL.POTHODNIK JUG-LOKAL;920290;10.199.63.249;10.199.63.250;10.199.63.251
ZG-SREDNJACI;920300;10.191.49.65;10.191.49.66;10.191.49.67
ZG-BRA?E DOMANY;920320;10.191.49.209;10.191.49.210;10.191.49.211
ZG-HRGOVI?I-POŠTA;920330;10.191.49.81;10.191.49.82;10.191.49.83
ZG-HRVOJA MACANOVI?A-PBZ;920350;10.191.49.97;10.191.49.98;10.191.49.99
ZG-PRE?KO-KIOSK;920380;10.191.46.65;10.191.46.66;10.191.46.67
ZG-VRBANI-RUDEŠKA;920390;10.191.49.113;10.191.49.114;10.191.49.115
ZG-PRE?KO-LOKAL;920400;10.199.4.17;10.199.4.18;10.199.4.19
BLATO-VLASINJ;920410;10.199.12.49;10.199.12.50;10.199.12.51
SL. BROD-KOLONIJA;920430;10.199.22.49;10.199.22.50;10.199.22.51
KARLOVAC-GRABRIK;920440;10.191.48.113;10.191.48.114;10.191.48.115
?AKOVEC-BOLNICA-LOKAL;920450;10.199.30.97;10.199.30.98;10.199.30.99
?AKOVEC-CENTAR-LOKAL;920470;10.191.7.241;10.191.7.242;10.191.7.243
VIŠKOVO-AUTOB. STANICA;920480;10.191.21.33;10.191.21.34;10.191.21.35
SL. BROD-HEBRANG-LOKAL;920510;10.199.22.41;10.199.22.42;10.199.22.43
VINKOVCI-ZVONIMIROVA-LOKAL;920530;10.191.26.225;10.191.26.226;10.191.26.227
BRA?AK-BOLNICA;920540;10.191.46.81;10.191.46.82;10.191.46.83
NOVALJA-TRG LOŽA;920680;10.191.37.17;10.191.37.18;10.191.37.19
OS-EUROPSKE AVENIJE-IPK;920690;10.191.38.209;10.191.38.210;10.191.38.211
OS-HOTEL WALDINGER;920700;10.191.44.145;10.191.44.146;10.191.44.147
OS-ROKOVA;920710;10.191.43.177;10.191.43.178;10.191.43.179
VUKOVAR-VELEU?ILIŠTE;920720;10.191.30.161;10.191.30.162;10.191.30.163
OS-NEIMANOVA-TRŽNICA;920750;10.191.43.193;10.191.43.194;10.191.43.195
OS-VIJENAC IVANA MEŠTROVI?A;920760;10.191.43.209;10.191.43.210;10.191.43.211
OS-BOLNICA ISTOK;920790;10.199.23.9;10.199.23.10;10.199.23.11
OS-SAPONIA;920800;10.199.23.17;10.199.23.18;10.199.23.19
?AKOVO-ANTE STAR?EVI?A;920830;10.191.29.225;10.191.29.226;10.191.29.227
?AKOVO-TRŽNICA;920850;10.191.29.209;10.191.29.210;10.191.29.211
OS-EKONOMSKI FAKULTET;920870;10.191.52.97;10.191.52.98;10.191.52.99
VINKOVCI-BOSUT-MOST;920880;10.191.30.113;10.191.30.114;10.191.30.115
BELI MANASTIR-PARK;920890;10.199.23.57;10.199.23.58;10.199.23.59
OS-ŽELJ. KOLODVOR-LOKAL;920920;10.199.27.249;10.199.27.250;10.199.27.251
OS-RADI?EVA-CRKVA;920930;10.191.30.97;10.191.30.98;10.191.30.99
OS-LIO;921000;10.199.28.9;10.199.28.10;10.199.28.11
VINKOVCI-LAPOVCI;921020;10.191.30.129;10.191.30.130;10.191.30.131
BELI MANASTIR-KORZO-LOKAL;921030;10.199.28.17;10.199.28.18;10.199.28.19
BELI MANASTIR-OP?INA;921040;10.199.22.185;10.199.22.186;10.199.22.187
IVANI? GRAD-DOM ZDRAVLJA;921100;10.191.40.193;10.191.40.194;10.191.40.195
TISAKMEDIA OPATIJA;921130;10.100.110.10;10.100.110.11;10.100.110.12
OS-PETRA SVA?I?A-TRŽNICA;921160;10.191.39.113;10.191.39.114;10.191.39.115
VIROVITICA-JURIŠI?EVA;921170;10.191.46.241;10.191.46.242;10.191.46.243
SRA?INEC;921180;10.191.47.97;10.191.47.98;10.191.47.99
VARAŽDIN-JALKOVE?KA;921190;10.191.46.209;10.191.46.210;10.191.46.211
VINICA;921200;10.191.47.113;10.191.47.114;10.191.47.115
TRNOVEC;921210;10.191.47.129;10.191.47.130;10.191.47.131
SISAK-TRŽNICA KONTROBA;921250;10.191.40.17;10.191.40.18;10.191.40.19
SL. BROD-HEBRANG-MOST;921270;10.191.39.145;10.191.39.146;10.191.39.147
DUBROVNIK-LAPAD;921340;10.199.22.81;10.199.22.82;10.199.22.83
DUBROVNIK-BATALA;921350;10.191.29.113;10.191.29.114;10.191.29.115
DUBROVNIK-MIN?ETA;921380;10.199.22.97;10.199.22.98;10.199.22.99
DUBROVNIK-PILE;921410;10.191.23.241;10.191.23.242;10.191.23.243
DUBROVNIK-PLO?E;921440;10.199.22.121;10.199.22.122;10.199.22.123
DUBROVNIK-HLADNICA;921470;10.191.29.177;10.191.29.178;10.191.29.179
V. GORICA-DOM ZDRAVLJA;921520;10.191.40.97;10.191.40.98;10.191.40.99
ZG-SUPERKONZUM DUBEC;921560;10.199.42.161;10.199.42.162;10.199.42.163
ZG-?RNOMERC-SUPERKONZUM;921570;10.191.47.49;10.191.47.50;10.191.47.51
VIROVITICA-ŽUPANIJA;921580;10.191.47.1;10.191.47.2;10.191.47.3
ZG-SOPOT-PI?MANOVA;921630;10.199.28.153;10.199.28.154;10.199.28.155
NOVALJA-PRIMORSKA;921660;10.191.58.49;10.191.58.50;10.191.58.51
ZG-ŠPANSKO-SUPERKONZUM;921670;10.191.46.161;10.191.46.162;10.191.46.163
TISAKMEDIA ZAGREB PODHODNIK;921730;10.100.98.10;10.100.98.11;10.100.98.12
TISAKMEDIA HVAR;921750;10.100.94.10;10.100.94.11;10.100.94.12
TISAKMEDIA PULA;921780;10.100.90.10;10.100.90.11;10.100.90.12
KOPRIVNICA-MEŠTROVI?EVA;921860;10.191.47.225;10.191.47.226;10.191.47.227
PITOMA?A-ŽABAC;921880;10.191.47.17;10.191.47.18;10.191.47.19
OS-SJENJAK ROBNA KU?A;921890;10.191.45.97;10.191.45.98;10.191.45.99
GOSPI?-BILAJSKA;921930;10.191.39.209;10.191.39.210;10.191.39.211
OTO?AC II;921940;10.191.39.225;10.191.39.226;10.191.39.227
BAŠKA VODA-LOKAL;921970;10.191.41.17;10.191.41.18;10.191.41.19
NOVALJA-ŠPITAL;922030;10.191.60.97;10.191.60.98;10.191.60.99
POKUPSKO;922050;10.191.40.113;10.191.40.114;10.191.40.115
?AKOVEC-BUZOVEC;922090;10.191.47.193;10.191.47.194;10.191.47.195
RAB-AUTOB. STANICA;922130;10.199.16.153;10.199.16.154;10.199.16.155
RAB-OP?INA;922160;10.199.16.161;10.199.16.162;10.199.16.163
RAB-TRŽNICA;922260;10.191.56.193;10.191.56.194;10.191.56.195
BRDOVEC;922400;10.191.46.145;10.191.46.146;10.191.46.147
TISAKMEDIA KARLOVAC;922430;10.100.114.10;10.100.114.11;10.100.114.12
LUDBREG-TRŽNICA;922450;10.199.28.185;10.199.28.186;10.199.28.187
ZG-EMMEZETA;922550;10.199.29.41;10.199.29.42;10.199.29.43
JASTREBARSKO SUPERKONZUM;922590;10.191.52.1;10.191.52.2;10.191.52.3
B. STUPNIK;922630;10.199.29.33;10.199.29.34;10.199.29.35
TISAKMEDIA ZAGREB ASTORIA;922670;10.100.92.13;10.100.92.14;10.100.92.15
LUŽANI-ŠKOLA;922700;10.191.103.97;10.191.103.98;10.191.103.99
ZADAR-CITY GALLERIA;922710;10.199.29.169;10.199.29.170;10.199.29.171
GOSPI?-BUDA?KA;922720;10.199.29.129;10.199.29.130;10.199.29.131
OS-MUP;922740;10.199.30.89;10.199.30.90;10.199.30.91
